"V1","V2","V3","V4"
0.0628019323671498,0.101449275362319,0.666666666666667,0.169082125603865
0.101190476190476,0.0104166666666667,0.483630952380952,0.404761904761905
0.0780141843971631,0.108156028368794,0.445035460992908,0.368794326241135
0.0301003344481605,0.107023411371237,0.642140468227425,0.220735785953177
0.00505050505050505,0,0.813131313131313,0.181818181818182
0.0230414746543779,0.032258064516129,0.797235023041475,0.147465437788018
0.446601941747573,0.527508090614887,0.0258899676375405,0
0.0365853658536585,0.0338753387533875,0.170731707317073,0.758807588075881
0.168478260869565,0.510869565217391,0.179347826086957,0.141304347826087
0.0489130434782609,0.641304347826087,0.0036231884057971,0.306159420289855
0,0.241379310344828,0.493647912885662,0.26497277676951
0,0.0559440559440559,0.876456876456876,0.0675990675990676
0.0276008492569002,0.0488322717622081,0.530785562632696,0.392781316348195
0.0563380281690141,0,0.529577464788732,0.414084507042254
0.0481481481481481,0.0925925925925926,0.522222222222222,0.337037037037037
0.0136054421768707,0,0.870748299319728,0.115646258503401
0.162740899357602,0.550321199143469,0.113490364025696,0.173447537473233
0.393617021276596,0.50531914893617,0,0.101063829787234
0.102941176470588,0.00735294117647059,0.889705882352941,0
0.141221374045802,0.0648854961832061,0.580152671755725,0.213740458015267
0.585714285714286,0.128571428571429,0.14047619047619,0.145238095238095
0.0274725274725275,0.541208791208791,0.252747252747253,0.178571428571429
0,1,0,0
0,0.0479166666666667,0.864583333333333,0.0875
0.627450980392157,0.169934640522876,0.0359477124183007,0.166666666666667
0,0,0.941358024691358,0.058641975308642
0.0369318181818182,0.0397727272727273,0.877840909090909,0.0454545454545455
0.314285714285714,0.685714285714286,0,0
0,0.130859375,0.7890625,0.080078125
0.0405251141552511,0.0399543378995434,0.453767123287671,0.465753424657534
0,0.0344827586206897,0.793103448275862,0.172413793103448
0.554913294797688,0.132947976878613,0.312138728323699,0
0.0440251572327044,0,0.955974842767296,0
0,0.0291970802919708,0.970802919708029,0
0.0108695652173913,0.125,0.66304347826087,0.201086956521739
0,0,0.824074074074074,0.175925925925926
0.00238663484486874,0.220763723150358,0.684964200477327,0.0918854415274463
0.00879120879120879,0.171428571428571,0.637362637362637,0.182417582417582
0.028328611898017,0.130311614730878,0.830028328611898,0.0113314447592068
0,0.0198019801980198,0.98019801980198,0
0.168278529980658,0.411992263056093,0.0425531914893617,0.377176015473888
0.032258064516129,0,0.956989247311828,0.010752688172043
0,0.0174418604651163,0.982558139534884,0
0.00460829493087558,0,0.995391705069124,0
0.0821529745042493,0.776203966005666,0.0084985835694051,0.13314447592068
0.0503018108651912,0.557344064386318,0,0.392354124748491
0.0245098039215686,0,0.759803921568627,0.215686274509804
0.0397727272727273,0.0757575757575758,0.583333333333333,0.301136363636364
0,0.00894187779433681,0.922503725782414,0.0685543964232489
0.337386018237082,0.331306990881459,0.164133738601824,0.167173252279635
0,0.861111111111111,0.00555555555555556,0.133333333333333
0.0989304812834225,0.703208556149733,0,0.197860962566845
0.0448028673835125,0.663082437275986,0.003584229390681,0.288530465949821
0,0.0308056872037915,0.87914691943128,0.0900473933649289
0.130914826498423,0.676656151419558,0.0173501577287066,0.175078864353312
0,0,0.983695652173913,0.016304347826087
0.0860655737704918,0.0204918032786885,0.885245901639344,0.00819672131147541
0,0.047244094488189,0.771653543307087,0.181102362204724
0.355855855855856,0.40990990990991,0,0.234234234234234
0.146643109540636,0.708480565371025,0,0.144876325088339
0,0.072463768115942,0.869565217391304,0.0579710144927536
0.034136546184739,0.0140562248995984,0.937751004016064,0.0140562248995984
0.0300751879699248,0,0.969924812030075,0
0,0.00694444444444444,0.993055555555555,0
0.0262172284644195,0,0.857677902621723,0.116104868913858
0.0389972144846797,0.0306406685236769,0.880222841225627,0.0501392757660167
0.00488997555012225,0.0244498777506112,0.931540342298289,0.039119804400978
0,0,0.883408071748879,0.116591928251121
0,0.0515021459227468,0.944206008583691,0.00429184549356223
0,0.101796407185629,0.850299401197605,0.0479041916167665
0.683673469387755,0.153061224489796,0.163265306122449,0
0.0165289256198347,0,0.983471074380165,0
0.246653919694073,0.606118546845124,0,0.147227533460803
0.0946745562130177,0.591715976331361,0,0.313609467455621
0.660569105691057,0.144308943089431,0.00609756097560976,0.189024390243902
0.297872340425532,0.219858156028369,0.0212765957446809,0.460992907801418
0.0190839694656489,0.141221374045802,0.591603053435114,0.248091603053435
0.0711610486891386,0.775280898876405,0,0.153558052434457
0.167014613778706,0.492693110647182,0.100208768267223,0.240083507306889
0.702127659574468,0.290780141843972,0,0.00709219858156028
0.122186495176849,0.655948553054662,0.218649517684887,0.00321543408360129
0.724528301886793,0.222641509433962,0,0.0528301886792453
0.0428571428571429,0.452380952380952,0.0174603174603175,0.487301587301587
0,0.112781954887218,0.834586466165413,0.0526315789473684
0.107784431137725,0.0359281437125748,0.6187624750499,0.2375249500998
0,0,0.994505494505495,0.00549450549450549
0.0330250990752972,0,0.645970937912814,0.321003963011889
0.545801526717557,0.209923664122137,0,0.244274809160305
0,0.0920245398773006,0.895705521472393,0.0122699386503067
0.0666222518321119,0.0153231179213857,0.5836109260493,0.334443704197202
0.125,0,0.75,0.125
0.426630434782609,0.347826086956522,0.016304347826087,0.209239130434783
0,0.101604278074866,0.818181818181818,0.0802139037433155
0.610169491525424,0.129237288135593,0.0805084745762712,0.180084745762712
0.161214953271028,0.373831775700935,0,0.464953271028037
0,0.350649350649351,0.649350649350649,0
0.603174603174603,0.341269841269841,0,0.0555555555555556
0.184415584415584,0.602597402597403,0,0.212987012987013
0.0740740740740741,0,0.842592592592593,0.0833333333333333
0.194539249146758,0.407849829351536,0.168941979522184,0.228668941979522
0,0.0794223826714801,0.913357400722022,0.0072202166064982
0.262295081967213,0.122950819672131,0,0.614754098360656
0,0,0.986928104575163,0.0130718954248366
0.74025974025974,0.0779220779220779,0.025974025974026,0.155844155844156
0.0586510263929619,0.0439882697947214,0.873900293255132,0.0234604105571848
0.148876404494382,0.362359550561798,0.0252808988764045,0.463483146067416
0.353057199211045,0.431952662721894,0.0138067061143984,0.201183431952663
0.506472491909385,0.245954692556634,0,0.247572815533981
0.0338028169014085,0.028169014084507,0.938028169014085,0
0.75,0.122641509433962,0.0330188679245283,0.0943396226415094
0.676595744680851,0.113475177304965,0.00567375886524823,0.204255319148936
0.00881057268722467,0.102790014684288,0.597650513950073,0.290748898678414
0.270676691729323,0.148496240601504,0.0413533834586466,0.539473684210526
0.0237154150197628,0.0671936758893281,0.889328063241107,0.0197628458498024
0.158620689655172,0.360344827586207,0.0103448275862069,0.470689655172414
0.0335276967930029,0.485422740524781,0.0233236151603499,0.457725947521866
0.029126213592233,0.262135922330097,0.0473300970873786,0.661407766990291
0.439338235294118,0.40625,0,0.154411764705882
0.00394477317554241,0.0532544378698225,0.928994082840237,0.0138067061143984
0.672985781990521,0.023696682464455,0.0900473933649289,0.213270142180095
0.647321428571428,0.254464285714286,0.0178571428571429,0.0803571428571428
0,0.0169491525423729,0.983050847457627,0
0.634210526315789,0.226315789473684,0.0657894736842105,0.0736842105263158
0.207792207792208,0.536178107606679,0,0.256029684601113
0.0511247443762781,0.521472392638037,0.0613496932515337,0.366053169734151
0.00411522633744856,0.0617283950617284,0.45679012345679,0.477366255144033
0.27979274611399,0.0699481865284974,0,0.650259067357513
0.806451612903226,0.189964157706093,0,0.003584229390681
0.0690846286701209,0.42832469775475,0.00518134715025907,0.49740932642487
0.0748299319727891,0.541950113378685,0.158730158730159,0.224489795918367
0.0635838150289017,0,0.91907514450867,0.0173410404624277
0,0.112068965517241,0.887931034482759,0
0,0.0263157894736842,0.973684210526316,0
0.0268817204301075,0.629032258064516,0,0.344086021505376
0.0501089324618736,0.677559912854031,0.0305010893246187,0.241830065359477
0.036036036036036,0.3003003003003,0.042042042042042,0.621621621621622
0.0164917541229385,0.0344827586206897,0.76311844077961,0.185907046476762
0.043010752688172,0.951612903225806,0.00537634408602151,0
0.498660953401178,0.0562399571505088,0.0289234065345474,0.416175682913765
0.059436913451512,0.0980187695516163,0.528675703858186,0.313868613138686
0.140845070422535,0.133802816901408,0,0.725352112676056
0.155495978552279,0.187667560321716,0.017426273458445,0.63941018766756
0.0171428571428571,0.605714285714286,0.0266666666666667,0.35047619047619
0.00240384615384615,0.0528846153846154,0.798076923076923,0.146634615384615
0.008424599831508,0.0724515585509688,0.856781802864364,0.0623420387531592
0.0433734939759036,0.0626506024096386,0.862650602409639,0.0313253012048193
0,0.136752136752137,0.846153846153846,0.0170940170940171
0.494274809160305,0.374045801526718,0.0725190839694656,0.0591603053435114
0.0350194552529183,0.719844357976654,0,0.245136186770428
0.309033280507132,0.33122028526149,0.0665610142630745,0.293185419968304
0.0214797136038186,0.0739856801909308,0.861575178997613,0.0429594272076372
0.0497237569060773,0.0939226519337017,0.676795580110497,0.179558011049724
0.437275985663082,0.301075268817204,0.03584229390681,0.225806451612903
0.619834710743802,0.119834710743802,0.00826446280991736,0.252066115702479
0.255936675461741,0.182058047493404,0.142480211081794,0.419525065963061
0.412238325281804,0.172302737520129,0,0.415458937198068
0.282258064516129,0.330645161290323,0.00604838709677419,0.381048387096774
0.110588235294118,0.190588235294118,0,0.698823529411765
0.217665615141956,0.495268138801262,0.22397476340694,0.0630914826498423
0.461538461538462,0.336538461538462,0.201923076923077,0
0.0476190476190476,0.888888888888889,0,0.0634920634920635
0.0173410404624277,0.254335260115607,0.710982658959537,0.0173410404624277
0.156351791530945,0.343648208469055,0.0586319218241042,0.441368078175896
0.00680272108843537,0.0748299319727891,0.918367346938776,0
0.0348837209302326,0.145348837209302,0.796511627906977,0.0232558139534884
0.171428571428571,0.685714285714286,0.0285714285714286,0.114285714285714
0.219570405727924,0.305489260143198,0.319809069212411,0.155131264916468
0.188442211055276,0.603015075376884,0.0477386934673367,0.160804020100503
0.117408906882591,0.882591093117409,0,0
0.207589285714286,0.0892857142857143,0.296875,0.40625
0.281350482315113,0.14951768488746,0.045016077170418,0.52411575562701
0,0,0.942307692307692,0.0576923076923077
0.222879684418146,0.0907297830374754,0.0591715976331361,0.627218934911243
0.0365853658536585,0.0365853658536585,0.899390243902439,0.0274390243902439
0.48936170212766,0.122749590834697,0.127659574468085,0.260229132569558
0.311688311688312,0.220779220779221,0,0.467532467532468
0.0108108108108108,0.0108108108108108,0.935135135135135,0.0432432432432432
0.485074626865672,0.116915422885572,0.0111940298507463,0.38681592039801
0.00396825396825397,0.0634920634920635,0.916666666666667,0.0158730158730159
0.024,0.464,0,0.512
0.292929292929293,0.404040404040404,0.303030303030303,0
0.900735294117647,0.0698529411764706,0.0257352941176471,0.00367647058823529
0.069023569023569,0.648148148148148,0.00168350168350168,0.281144781144781
0.154074074074074,0.351111111111111,0.0592592592592593,0.435555555555556
0.0656,0.16,0.1392,0.6352
0.025974025974026,0.00649350649350649,0.918831168831169,0.0487012987012987
0,0.105263157894737,0.842105263157895,0.0526315789473684
0.646341463414634,0.24390243902439,0,0.109756097560976
0.375266524520256,0.0959488272921109,0.0405117270788913,0.488272921108742
0.361538461538462,0.386538461538462,0.0442307692307692,0.207692307692308
0,0.162790697674419,0.562790697674419,0.274418604651163
0.163424124513619,0.0739299610894942,0.673151750972763,0.0894941634241245
0.464757709251101,0.222466960352423,0.0110132158590308,0.301762114537445
0,0.12972972972973,0.762162162162162,0.108108108108108
0.00221238938053097,0.566371681415929,0.351769911504425,0.079646017699115
0.125265392781316,0.371549893842887,0.0233545647558386,0.479830148619958
0,0,1,0
0.0022883295194508,0.0297482837528604,0.951945080091533,0.0160183066361556
0.42042042042042,0.48048048048048,0.0510510510510511,0.048048048048048
0,0.0487804878048781,0.702439024390244,0.248780487804878
0.196261682242991,0.126168224299065,0,0.677570093457944
0.472906403940887,0.130541871921182,0.0221674876847291,0.374384236453202
